seq_name,time_anno,ann_frames,vid_frames,dataset,split
dc71bc6918,"{'1': [[0, 18]]}",19,92,ytvos,train
dc1745e0a2,"{'1': [[0, 18]]}",19,91,ytvos,train
dc7771b3be,"{'1': [[0, 35]], '2': [[0, 35]]}",36,180,ytvos,train
dcf8c93617,{},20,96,ytvos,train
dd9fe6c6ac,"{'1': [[0, 18]]}",19,92,ytvos,train
dd61d903df,"{'1': [[0, 29]]}",30,150,ytvos,train
ddb2da4c14,"{'1': [[0, 35]]}",36,180,ytvos,train
de6a9382ca,"{'1': [[0, 19]]}",20,96,ytvos,train
de36b216da,"{'1': [[0, 19]]}",20,96,ytvos,train
de46e4943b,"{'2': [[0, 16]], '1': [[0, 19]]}",20,96,ytvos,train
de37403340,"{'1': [[0, 35]]}",36,180,ytvos,train
ded6069f7b,"{'1': [[0, 5], [19, 35]]}",36,180,ytvos,train
defb71c741,"{'1': [[0, 19]]}",20,96,ytvos,train
df3c430c24,"{'1': [[0, 18]]}",19,91,ytvos,train
df20a8650d,"{'1': [[0, 18]]}",19,92,ytvos,train
e0bdb5dfae,"{'1': [[0, 7]]}",8,36,ytvos,train
e0be1f6e17,"{'1': [[0, 19]]}",20,96,ytvos,train
e0de82caa7,"{'1': [[0, 35]]}",36,180,ytvos,train
e0f217dd59,"{'1': [[0, 18]], '2': [[0, 18]]}",19,91,ytvos,train
e0fb58395e,"{'1': [[0, 35]]}",36,180,ytvos,train
e1a1544285,"{'1': [[0, 35]], '2': [[0, 35]]}",36,180,ytvos,train
e1d26d35be,"{'1': [[0, 19]], '2': [[6, 19]]}",20,96,ytvos,train
e1e957085b,"{'1': [[0, 19]], '2': [[0, 19]]}",20,96,ytvos,train
e2b37ff8af,{},20,96,ytvos,train
e2b608d309,"{'1': [[10, 35]], '2': [[0, 35]], '3': [[0, 35]]}",36,180,ytvos,train
e2bef4da9a,"{'1': [[0, 3], [8, 19]], '2': [[0, 12]]}",20,96,ytvos,train
e2c87a6421,"{'1': [[0, 19]]}",20,96,ytvos,train
e2ea25542c,"{'1': [[0, 28]]}",29,144,ytvos,train
e2fb1d6497,"{'1': [[0, 35]]}",36,178,ytvos,train
e3d60e82d5,"{'1': [[0, 9]], '2': [[0, 9]]}",10,46,ytvos,train
e4b2095f58,"{'1': [[0, 35]]}",36,180,ytvos,train
e4eaa63aab,"{'1': [[0, 18]]}",19,91,ytvos,train
e4ef0a3a34,"{'1': [[0, 18]]}",19,91,ytvos,train
e4f8e5f46e,"{'1': [[0, 19]]}",20,96,ytvos,train
e7ea10db28,"{'1': [[0, 29]]}",30,150,ytvos,train
e8b3018d36,"{'1': [[0, 18]]}",19,91,ytvos,train
e8d97ebece,"{'1': [[0, 28]]}",29,144,ytvos,train
e8da49ea6a,{},20,96,ytvos,train
e9bc0760ba,"{'1': [[0, 18]], '2': [[0, 18]]}",19,91,ytvos,train
e9d3c78bf3,"{'1': [[0, 17]]}",18,87,ytvos,train
e22de45950,"{'1': [[0, 19]], '2': [[0, 19]]}",20,96,ytvos,train
e36ac982f0,"{'1': [[3, 12]], '2': [[0, 18]]}",19,91,ytvos,train
e42b6d3dbb,"{'1': [[0, 19]], '2': [[0, 19]], '3': [[3, 6], [16, 19]]}",20,96,ytvos,train
e43d7ae2c5,"{'1': [[0, 18]], '2': [[1, 3], [15, 18]]}",19,92,ytvos,train
e44e0b4917,"{'1': [[0, 21], [24, 35]]}",36,180,ytvos,train
e75a466eea,"{'1': [[0, 7], [11, 14]]}",15,72,ytvos,train
e88b6736e4,"{'1': [[0, 35]], '2': [[0, 35]]}",36,180,ytvos,train
e92b6bfea4,"{'1': [[0, 9]], '2': [[0, 9]]}",10,46,ytvos,train
e92e1b7623,"{'1': [[0, 25]], '2': [[0, 25]]}",30,150,ytvos,train
e97cfac475,"{'1': [[0, 19]], '2': [[18, 19]]}",20,96,ytvos,train
e402d1afa5,"{'1': [[0, 35]]}",36,180,ytvos,train
e495f32c60,"{'1': [[0, 8]], '2': [[0, 8]]}",9,41,ytvos,train
e4004ee048,"{'1': [[2, 3], [19, 30], [34, 35]]}",36,180,ytvos,train
e4922e3726,"{'1': [[0, 35]]}",36,180,ytvos,train
e6261d2348,"{'1': [[0, 18]], '2': [[0, 18]]}",19,91,ytvos,train
e8073a140b,"{'1': [[0, 35]]}",36,180,ytvos,train
e9582bdd1b,"{'1': [[0, 9], [12, 15]]}",19,91,ytvos,train
e128124b9d,"{'1': [[0, 17]]}",18,87,ytvos,train
e597442c99,"{'1': [[0, 29]]}",30,150,ytvos,train
e674510b20,"{'1': [[0, 18]]}",19,91,ytvos,train
e2167379b8,"{'1': [[0, 13], [17, 18], [23, 26]]}",30,150,ytvos,train
e4936852bb,"{'1': [[0, 19]], '2': [[0, 19]]}",20,96,ytvos,train
e8962324e3,{},19,91,ytvos,train
e653883384,"{'1': [[0, 19]]}",20,96,ytvos,train
e845994987,"{'1': [[0, 29]], '2': [[0, 29]]}",30,150,ytvos,train
ea16d3fd48,"{'1': [[0, 35]], '2': [[0, 35]]}",36,180,ytvos,train
ea065cc205,"{'1': [[0, 35]], '2': [[7, 35]]}",36,180,ytvos,train
ea138b6617,"{'1': [[0, 12], [16, 18], [25, 29]]}",30,150,ytvos,train
ea444a37eb,"{'1': [[0, 14]], '2': [[0, 14]], '3': [[0, 14]]}",15,71,ytvos,train
eb8fce51a6,"{'2': [[7, 8]], '3': [[18, 20]], '1': [[11, 12]]}",36,180,ytvos,train
ebc4ec32e6,"{'1': [[0, 18]], '2': [[0, 18]]}",19,91,ytvos,train
ec193e1a01,"{'1': [[0, 35]]}",36,180,ytvos,train
ec387be051,"{'1': [[0, 35]]}",36,180,ytvos,train
ec1299aee4,"{'1': [[0, 19]]}",20,97,ytvos,train
ec4186ce12,"{'1': [[0, 18]], '2': [[0, 18]], '3': [[0, 18]]}",19,95,ytvos,train
ece6bc9e92,"{'1': [[0, 29]], '2': [[0, 29]]}",30,150,ytvos,train
ecfedd4035,"{'1': [[0, 18]], '2': [[0, 18]]}",19,92,ytvos,train
ed3e6fc1a5,"{'1': [[0, 35]]}",36,180,ytvos,train
ed8f814b2b,"{'1': [[0, 18]]}",19,92,ytvos,train
ed72ae8825,"{'1': [[0, 35]]}",36,180,ytvos,train
ed3291c3d6,"{'1': [[0, 35]]}",36,180,ytvos,train
edb8878849,"{'1': [[0, 19]], '2': [[0, 5]]}",20,96,ytvos,train
edd22c46a2,"{'1': [[0, 19]]}",20,96,ytvos,train
edd663afa3,"{'1': [[7, 16]]}",36,180,ytvos,train
ede3552eae,"{'1': [[0, 10]]}",20,96,ytvos,train
ee6f9b01f9,"{'1': [[0, 35]]}",36,180,ytvos,train
ee07583fc0,"{'1': [[0, 29]]}",30,150,ytvos,train
eebf45e5c5,"{'1': [[0, 18]], '2': [[0, 18]]}",19,92,ytvos,train
ef0a8e8f35,"{'1': [[0, 11]]}",12,56,ytvos,train
ef5e770988,"{'1': [[0, 28]]}",29,144,ytvos,train
ef07f1a655,"{'1': [[0, 19]], '2': [[0, 19]]}",20,96,ytvos,train
ef6359cea3,"{'1': [[0, 19]], '2': [[0, 19]]}",20,96,ytvos,train
ef78972bc2,"{'1': [[0, 29]], '2': [[0, 29]]}",30,150,ytvos,train
ef44945428,"{'1': [[0, 19]]}",20,96,ytvos,train
ef65268834,"{'1': [[0, 35]]}",36,180,ytvos,train
f0dfa18ba7,"{'1': [[0, 29]], '2': [[0, 29]]}",30,150,ytvos,train
f1b77bd309,"{'1': [[0, 35]]}",36,180,ytvos,train
f1ec5c08fa,"{'1': [[0, 19]]}",20,97,ytvos,train
f2c276018f,{},30,150,ytvos,train
f3b24a7d28,"{'1': [[0, 19]]}",20,96,ytvos,train
f3fc0ea80b,"{'1': [[0, 19]]}",20,96,ytvos,train
f05b189097,"{'1': [[0, 19]], '2': [[0, 19]]}",20,96,ytvos,train
f5d85cfd17,"{'1': [[0, 18]]}",19,92,ytvos,train
f5e2e7d6a0,{},20,96,ytvos,train
f5f051e9b4,"{'1': [[0, 35]]}",36,180,ytvos,train
f6f59d986f,"{'1': [[0, 35]], '2': [[0, 35]]}",36,180,ytvos,train
f7b7cd5f44,"{'1': [[0, 16]]}",17,81,ytvos,train
f7e5b84928,"{'1': [[0, 19]], '2': [[0, 19]]}",20,96,ytvos,train
f7e6bd58be,"{'1': [[0, 19]]}",20,96,ytvos,train
f8c3fb2b01,"{'1': [[0, 29]], '2': [[0, 35]]}",36,180,ytvos,train
f8c8de2764,"{'1': [[0, 35]]}",36,180,ytvos,train
f09d74856f,"{'1': [[5, 8], [23, 29]]}",30,150,ytvos,train
f9bd1fabf5,"{'1': [[0, 19]], '2': [[0, 19]], '3': [[0, 19]]}",20,96,ytvos,train
f9d3e04c4f,"{'1': [[0, 18]], '2': [[0, 18]], '3': [[0, 18]]}",19,92,ytvos,train
f9f3852526,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]]}",36,180,ytvos,train
f14c18cf6a,"{'1': [[0, 35]]}",36,180,ytvos,train
f23e95dbe5,"{'1': [[0, 19]], '2': [[0, 19]]}",20,96,ytvos,train
f40a683fbe,"{'1': [[0, 20]]}",36,180,ytvos,train
f46c2d0a6d,"{'1': [[0, 35]]}",36,180,ytvos,train
f46c364dca,"{'1': [[0, 35]], '2': [[0, 35]]}",36,180,ytvos,train
f46fe141b0,"{'1': [[0, 18]]}",19,91,ytvos,train
f47eb7437f,"{'1': [[0, 19]], '2': [[0, 19]]}",20,96,ytvos,train
f95d217b70,"{'1': [[0, 19]]}",20,96,ytvos,train
f277c7a6a4,"{'1': [[0, 18]]}",19,91,ytvos,train
f305a56d9f,{},10,46,ytvos,train
f470b9aeb0,"{'1': [[0, 35]], '2': [[0, 35]]}",36,180,ytvos,train
f788a98327,{},19,91,ytvos,train
f891f8eaa1,"{'1': [[0, 19]], '2': [[0, 19]], '3': [[0, 19]]}",20,96,ytvos,train
f991ddb4c2,"{'1': [[0, 19]], '2': [[0, 19]]}",20,96,ytvos,train
f2445b1572,"{'1': [[11, 16], [20, 22]]}",30,150,ytvos,train
f3704d5663,"{'1': [[9, 18]]}",19,91,ytvos,train
f8819b42ec,"{'1': [[0, 23]]}",29,144,ytvos,train
f9823a32c2,"{'1': [[0, 19]], '2': [[0, 19]], '3': [[0, 19]]}",20,96,ytvos,train
f22648fe12,"{'1': [[0, 35]], '2': [[14, 35]]}",36,180,ytvos,train
f46184f393,"{'1': [[0, 28]], '2': [[0, 28]]}",29,144,ytvos,train
f66981af4e,"{'3': [[0, 19]], '1': [[4, 19]], '2': [[13, 19]]}",20,96,ytvos,train
f6474735be,"{'1': [[0, 28]], '2': [[0, 28]]}",29,144,ytvos,train
f9750192a4,"{'1': [[0, 18]], '2': [[0, 18]]}",19,91,ytvos,train
f52104164b,"{'1': [[0, 35]], '2': [[0, 35]]}",36,180,ytvos,train
fa08e00a56,"{'1': [[0, 35]]}",36,180,ytvos,train
fa88d48a92,"{'1': [[0, 29]]}",30,150,ytvos,train
fa9526bdf1,"{'1': [[27, 29]]}",30,150,ytvos,train
fb5ba7ad6e,"{'1': [[0, 19]]}",20,96,ytvos,train
fb08c64e8c,"{'1': [[0, 35]]}",36,180,ytvos,train
fb92abdaeb,"{'1': [[0, 27]]}",36,180,ytvos,train
fb49738155,"{'1': [[0, 35]]}",36,180,ytvos,train
fbc645f602,{},20,96,ytvos,train
fbd77444cd,"{'1': [[12, 18]]}",20,96,ytvos,train
fbe53dc8e8,"{'1': [[0, 19]], '2': [[0, 19]]}",20,96,ytvos,train
fc33b1ffd6,"{'1': [[7, 29]]}",30,150,ytvos,train
fcb10d0f81,"{'1': [[0, 35]], '2': [[0, 35]]}",36,180,ytvos,train
fcd20a2509,"{'1': [[0, 35]]}",36,180,ytvos,train
fcf637e3ab,"{'1': [[6, 18]], '2': [[6, 18]]}",19,92,ytvos,train
fcfd81727f,"{'1': [[1, 19]]}",20,96,ytvos,train
fd31890379,"{'1': [[0, 35]]}",36,180,ytvos,train
fe3c02699d,"{'1': [[0, 28]]}",29,144,ytvos,train
fe6a5596b8,"{'1': [[0, 18]], '2': [[0, 6], [13, 18]]}",19,91,ytvos,train
fe6c244f63,"{'1': [[0, 13]]}",14,66,ytvos,train
fe985d510a,"{'1': [[0, 28]], '2': [[2, 13]]}",29,144,ytvos,train
fea8ffcd36,"{'1': [[0, 28]]}",29,144,ytvos,train
feb1080388,"{'1': [[0, 20], [30, 35]]}",36,180,ytvos,train
fed208bfca,"{'1': [[0, 35]], '2': [[0, 35]]}",36,180,ytvos,train
feda5ad1c2,"{'1': [[0, 35]]}",36,180,ytvos,train
feec95b386,{},19,91,ytvos,train
ff2ada194f,"{'1': [[0, 35]], '2': [[0, 35]]}",36,180,ytvos,train
ff2ce142e8,{},20,96,ytvos,train
ff15a5eff6,"{'1': [[0, 28]], '2': [[0, 28]], '3': [[0, 28]], '4': [[0, 28]]}",29,144,ytvos,train
fffe5f8df6,"{'1': [[2, 35]]}",36,180,ytvos,train
00f88c4f0a,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
0a49f5265b,"{'1': [[0, 18]]}",19,19,ytvos,test
0a598e18a8,"{'1': [[0, 6], [9, 15]], '2': [[0, 29]]}",30,30,ytvos,test
0c7a4680db,"{'1': [[0, 19]]}",20,20,ytvos,test
0c04834d61,"{'1': [[0, 18]]}",19,19,ytvos,test
0d284ff4c2,"{'1': [[0, 35]]}",36,36,ytvos,test
0d349f8286,"{'1': [[0, 19]]}",20,20,ytvos,test
0e487d0704,"{'1': [[0, 18]], '2': [[0, 18]]}",19,19,ytvos,test
0e4068b53f,"{'1': [[0, 19]], '2': [[0, 14]], '3': [[0, 19]]}",20,20,ytvos,test
0f3f8b2b2f,"{'1': [[0, 7], [14, 35]]}",36,36,ytvos,test
01c88b5b60,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ytvos,test
1a1dbe153e,"{'1': [[0, 19]], '2': [[0, 19]]}",20,20,ytvos,test
1a609fa7ee,{},19,19,ytvos,test
1a894a8f98,"{'1': [[9, 23]], '2': [[0, 35]]}",36,36,ytvos,test
1ab5f4bbc5,"{'1': [[0, 18]], '2': [[0, 18]], '3': [[5, 18]]}",19,19,ytvos,test
1b85035216,"{'1': [[0, 35]]}",36,36,ytvos,test
1bcd8a65de,"{'1': [[0, 8]], '2': [[0, 8]], '3': [[0, 8]], '4': [[0, 8]], '5': [[0, 8]]}",9,9,ytvos,test
1e20ceafae,{},36,36,ytvos,test
1ecc34b1bf,"{'3': [[0, 35]], '1': [[3, 35]], '2': [[0, 35]]}",36,36,ytvos,test
1eddb188fb,"{'1': [[0, 19]], '2': [[0, 19]]}",20,20,ytvos,test
1f390d22ea,"{'1': [[0, 27]]}",28,28,ytvos,test
1f1396a9ef,"{'1': [[0, 29]], '2': [[0, 29]], '3': [[0, 29]]}",30,30,ytvos,test
2a12e3b10e,"{'1': [[0, 11], [16, 35]]}",36,36,ytvos,test
2a107193a9,"{'2': [[0, 19]], '1': [[0, 16]]}",20,20,ytvos,test
2ac37d171d,"{'1': [[0, 35]]}",36,36,ytvos,test
2b7daccdbe,"{'1': [[0, 11]]}",30,30,ytvos,test
2b904b76c9,"{'1': [[3, 18]]}",19,19,ytvos,test
2e21c7e59b,"{'1': [[23, 25]], '2': [[0, 17]]}",36,36,ytvos,test
2e28ab2e1c,"{'1': [[0, 11]], '2': [[0, 11]], '3': [[0, 11]]}",12,12,ytvos,test
03a2bade84,"{'1': [[0, 35]], '2': [[0, 3], [8, 27]], '3': [[0, 9], [14, 20], [25, 30], [33, 35]], '4': [[0, 25]], '5': [[2, 10], [22, 29]]}",36,36,ytvos,test
03f0ee1b15,"{'1': [[0, 19]]}",20,20,ytvos,test
03faedf2a3,"{'3': [[0, 26]], '1': [[2, 19]], '2': [[17, 21], [26, 29]]}",30,30,ytvos,test
3be852ed44,{},36,36,ytvos,test
3f2012d518,"{'1': [[0, 29]]}",30,30,ytvos,test
3f99366076,"{'2': [[0, 35]], '1': [[0, 20], [30, 35]]}",36,36,ytvos,test
4aed021c38,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
4b1a561480,"{'1': [[0, 28]], '2': [[0, 28]]}",29,29,ytvos,test
4b31a18d91,"{'1': [[0, 7], [10, 12], [15, 26], [34, 35]], '2': [[0, 3], [8, 16], [29, 35]]}",36,36,ytvos,test
4b783f1fc5,"{'1': [[0, 17]]}",18,18,ytvos,test
4d6cd98941,{},20,20,ytvos,test
4d5137f9cf,"{'1': [[0, 18]]}",19,19,ytvos,test
4df42f72c9,"{'1': [[10, 28]]}",29,29,ytvos,test
4ee0105885,"{'1': [[0, 29]], '2': [[1, 29]], '3': [[1, 29]]}",30,30,ytvos,test
4f5b3310e3,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
4fe6619a47,{},20,20,ytvos,test
06a5dfb511,"{'2': [[0, 35]], '1': [[7, 35]]}",36,36,ytvos,test
06cd94d38d,"{'1': [[0, 19]]}",20,20,ytvos,test
06d67bec61,"{'1': [[0, 35]], '2': [[0, 18]]}",36,36,ytvos,test
6aef3fd036,"{'1': [[0, 29]], '2': [[0, 29]], '3': [[0, 29]], '4': [[0, 29]]}",30,30,ytvos,test
6b84e6082b,"{'1': [[0, 18]], '2': [[0, 18]]}",19,19,ytvos,test
6ca84fa2b7,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
6cb5b08d93,"{'2': [[0, 35]], '1': [[0, 9], [15, 35]]}",36,36,ytvos,test
6cced81d30,"{'1': [[0, 2], [17, 19], [23, 29]]}",30,30,ytvos,test
6eaf926e75,"{'1': [[0, 4], [14, 35]], '2': [[0, 5]]}",36,36,ytvos,test
7a43728d34,"{'2': [[0, 28]], '1': [[13, 28]]}",29,29,ytvos,test
7e625db8c4,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]], '4': [[0, 35]]}",36,36,ytvos,test
8aa47fac99,"{'1': [[0, 29]]}",30,30,ytvos,test
8b1c5375a3,"{'1': [[30, 33]]}",36,36,ytvos,test
8b7b57b94d,"{'1': [[0, 35]]}",36,36,ytvos,test
8c60938d92,{},19,19,ytvos,test
8d5ca82f5c,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
8e8a9f113c,"{'1': [[0, 29]]}",30,30,ytvos,test
8ff95fd16c,"{'1': [[0, 19]], '2': [[0, 19]], '3': [[0, 19]]}",20,20,ytvos,test
9a38b8e463,"{'1': [[0, 18]]}",19,19,ytvos,test
9b01dd1f72,"{'1': [[12, 28]]}",29,29,ytvos,test
9c0b55cae5,"{'1': [[3, 5], [9, 35]]}",36,36,ytvos,test
9c81364fc6,"{'1': [[0, 18]], '2': [[0, 18]]}",19,19,ytvos,test
9ce299a510,"{'1': [[0, 5], [14, 29]]}",30,30,ytvos,test
9d224c6d58,"{'1': [[25, 35]]}",36,36,ytvos,test
9da2156a73,{},20,20,ytvos,test
9f429af409,"{'1': [[0, 18]]}",19,19,ytvos,test
9fd2d2782b,"{'1': [[0, 19]]}",20,20,ytvos,test
12b8e47f00,"{'1': [[0, 28]], '2': [[0, 28]]}",29,29,ytvos,test
13ca7bbcfd,{},20,20,ytvos,test
17cba76927,"{'1': [[0, 18]], '2': [[0, 18]], '3': [[0, 18]]}",19,19,ytvos,test
19cde15c4b,"{'1': [[0, 35]], '2': [[9, 27]]}",36,36,ytvos,test
20a93b4c54,"{'1': [[0, 19]], '2': [[0, 19]]}",20,20,ytvos,test
25d4cf3b33,{},20,20,ytvos,test
31e0beaf99,"{'1': [[0, 19]]}",20,20,ytvos,test
33f64e8567,{},19,19,ytvos,test
34d66886bf,"{'1': [[0, 19]]}",20,20,ytvos,test
35d5e5149d,"{'1': [[0, 35]]}",36,36,ytvos,test
37b4ec2e1a,"{'1': [[6, 19]], '2': [[0, 1], [4, 19]], '3': [[0, 1], [4, 19]]}",20,20,ytvos,test
38c0557072,"{'1': [[0, 18]], '2': [[8, 18]]}",19,19,ytvos,test
39b7491321,"{'1': [[0, 19]]}",20,20,ytvos,test
41f6d1f137,"{'1': [[0, 15]]}",16,16,ytvos,test
45dc90f558,{},20,20,ytvos,test
46e04db040,{},20,20,ytvos,test
47d01d34c8,"{'3': [[0, 2]], '1': [[0, 18]], '2': [[0, 18]]}",19,19,ytvos,test
48d2909d9e,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]]}",36,36,ytvos,test
53de5f99b7,"{'1': [[0, 35]]}",36,36,ytvos,test
54ad024bb3,"{'1': [[0, 7]], '2': [[0, 7]]}",8,8,ytvos,test
56e991f4a6,"{'1': [[0, 18], [24, 29]], '2': [[16, 26]], '4': [[16, 29]], '3': [[0, 29]]}",30,30,ytvos,test
60d89bf141,"{'1': [[0, 18]], '2': [[0, 18]]}",19,19,ytvos,test
61fca8cbf1,"{'1': [[0, 29], [0, 29]], '2': [[0, 18], [0, 29], [25, 26]]}",30,30,ytvos,test
62bf7630b3,{},20,20,ytvos,test
63ca8970d9,"{'1': [[0, 29]]}",30,30,ytvos,test
67add1386d,"{'1': [[0, 4]]}",5,5,ytvos,test
67e397b1f2,"{'1': [[0, 18]], '2': [[0, 18]]}",19,19,ytvos,test
68dab8f80c,"{'1': [[0, 16], [18, 19]], '2': [[6, 16]]}",20,20,ytvos,test
77a5976b9f,"{'1': [[0, 35]]}",36,36,ytvos,test
79c88d186a,"{'1': [[0, 17]]}",18,18,ytvos,test
83e191560a,"{'1': [[0, 28]], '2': [[5, 9], [20, 35]]}",36,36,ytvos,test
87d69a8e70,"{'1': [[0, 18]], '2': [[0, 18]]}",19,19,ytvos,test
088ecad2e7,"{'1': [[0, 17]]}",18,18,ytvos,test
92fde455eb,"{'1': [[7, 10], [13, 16], [24, 27], [32, 35]]}",36,36,ytvos,test
94fa9bd3b5,{},20,20,ytvos,test
97b38cabcc,"{'1': [[0, 19]]}",20,20,ytvos,test
97ce735082,"{'1': [[0, 28]], '2': [[0, 28]]}",29,29,ytvos,test
182dbfd6ba,"{'2': [[0, 18]], '1': [[0, 18]]}",19,19,ytvos,test
193aa74f36,"{'1': [[4, 35]], '3': [[0, 35]], '2': [[0, 31]]}",36,36,ytvos,test
209d4e0c67,{},4,4,ytvos,test
246e38963b,"{'1': [[0, 7]], '2': [[3, 6]]}",12,12,ytvos,test
257f7fd5b8,"{'2': [[7, 24]], '1': [[0, 35]]}",36,36,ytvos,test
332dabe378,"{'1': [[0, 2], [10, 27]]}",28,28,ytvos,test
352ad66724,"{'1': [[0, 35]]}",36,36,ytvos,test
0390fabe58,"{'1': [[0, 35]]}",36,36,ytvos,test
397dccb3a0,"{'1': [[0, 35]]}",36,36,ytvos,test
459e70cd8e,{},17,17,ytvos,test
490e4a2e6b,"{'1': [[0, 35]]}",36,36,ytvos,test
519ba2838a,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
541ccb0844,"{'1': [[0, 18]], '2': [[0, 18]], '3': [[0, 18]], '4': [[0, 18]]}",19,19,ytvos,test
563a62b8a7,"{'1': [[0, 17]]}",18,18,ytvos,test
566fd6df6e,"{'1': [[0, 19]], '2': [[0, 19]]}",20,20,ytvos,test
572a1c270c,"{'1': [[0, 26], [30, 35]]}",36,36,ytvos,test
0620b43a31,"{'1': [[0, 18]]}",19,19,ytvos,test
661f34feeb,"{'1': [[0, 35]]}",36,36,ytvos,test
711dddc17d,{},20,20,ytvos,test
0723d7d4fe,"{'1': [[0, 29]]}",30,30,ytvos,test
0782a6df7e,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ytvos,test
0788b4033d,"{'1': [[0, 18]], '2': [[0, 18]], '3': [[0, 18]]}",19,19,ytvos,test
853ca85618,"{'2': [[0, 35]], '1': [[14, 17], [21, 23], [30, 35]]}",36,36,ytvos,test
01057faacf,"{'1': [[1, 3], [19, 21], [26, 35]]}",36,36,ytvos,test
1335b16cf9,"{'1': [[1, 5], [21, 24], [29, 34]]}",35,35,ytvos,test
2298c7082a,{},20,20,ytvos,test
03664dc880,"{'1': [[0, 18]]}",19,19,ytvos,test
3797e48311,"{'1': [[0, 19]]}",20,20,ytvos,test
4035d3275c,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
5460cc540a,"{'1': [[4, 7], [27, 35]]}",36,36,ytvos,test
5578bd82a4,"{'1': [[0, 35]]}",36,36,ytvos,test
6142dee608,"{'1': [[0, 29]]}",30,30,ytvos,test
6683dff3be,"{'1': [[0, 35]]}",36,36,ytvos,test
7741a0fbce,"{'1': [[0, 19]]}",20,20,ytvos,test
7836afc0c2,"{'1': [[0, 18]]}",19,19,ytvos,test
34564d26d8,"{'1': [[0, 35]]}",36,36,ytvos,test
43115c42b2,"{'1': [[0, 29]], '2': [[0, 29]], '3': [[0, 29]], '4': [[0, 29]]}",30,30,ytvos,test
49359e93f1,{},20,20,ytvos,test
51044fca91,"{'1': [[0, 18]], '2': [[0, 18]]}",19,19,ytvos,test
54173b8646,"{'1': [[0, 30]]}",36,36,ytvos,test
82146cb765,"{'1': [[0, 35]]}",36,36,ytvos,test
084024abd4,{},35,35,ytvos,test
85968ae408,"{'1': [[0, 34]]}",35,35,ytvos,test
369919ef49,"{'1': [[0, 29]]}",30,30,ytvos,test
411774e9ff,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
467083d23b,{},16,16,ytvos,test
534806a13a,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
607001c98f,"{'1': [[18, 35]]}",36,36,ytvos,test
690219db91,"{'1': [[0, 19]], '2': [[0, 19]], '3': [[0, 19]]}",20,20,ytvos,test
914809f63a,{},20,20,ytvos,test
945314d8ef,"{'1': [[25, 28]]}",36,36,ytvos,test
1320830fd2,"{'1': [[0, 18]]}",19,19,ytvos,test
8939473ea7,"{'1': [[0, 16]]}",17,17,ytvos,test
19904980af,"{'1': [[0, 18]], '2': [[0, 18]], '3': [[0, 18]]}",19,19,ytvos,test
49467091f3,"{'2': [[0, 22], [30, 35]], '1': [[0, 35]]}",36,36,ytvos,test
778880713c,"{'1': [[0, 35]]}",36,36,ytvos,test
4348676053,"{'1': [[0, 8]]}",9,9,ytvos,test
5795082481,{},36,36,ytvos,test
7583825418,"{'1': [[0, 3], [18, 29]], '2': [[0, 6], [11, 29]]}",30,30,ytvos,test
a00c3fa88e,"{'1': [[0, 19]], '2': [[2, 19]]}",20,20,ytvos,test
a806e58451,"{'1': [[0, 9]], '2': [[0, 9]]}",10,10,ytvos,test
a7462d6aaf,"{'1': [[0, 18]]}",19,19,ytvos,test
a9839ec6f2,"{'1': [[0, 35]]}",36,36,ytvos,test
a39716dfbc,"{'1': [[0, 19]], '2': [[0, 19]]}",20,20,ytvos,test
a46012c642,"{'1': [[0, 35]]}",36,36,ytvos,test
ab9a7583f1,"{'1': [[0, 19]], '2': [[0, 19]]}",20,20,ytvos,test
ab616efa3b,"{'1': [[1, 4], [6, 8], [15, 28]]}",29,29,ytvos,test
aba4dd6800,"{'1': [[0, 18]]}",19,19,ytvos,test
abae1ce57d,"{'1': [[11, 15]]}",29,29,ytvos,test
ac4653b61d,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
aceb34fcbe,"{'1': [[0, 23]]}",24,24,ytvos,test
ae69fd34ca,{},20,20,ytvos,test
af2e92054e,"{'1': [[0, 34]], '2': [[0, 34]]}",35,35,ytvos,test
b00ff71889,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]], '4': [[0, 35]]}",36,36,ytvos,test
b0c23d7ea0,{},19,19,ytvos,test
